User_ID,Signup_Date,Bet_Amount,Region,Account_Status,Login_Count,Customer_Type,Signup_YearMonth,Data_Health_Status
becc8a86,2024-05-26,4173.8,Europe,Suspended,98,Regular,2024-05,Pipeline_Leakage
aa0b5c2e,2024-04-17,2914.64,Asia,Active,129,Regular,2024-04,Clean
a6e5f39f,2024-04-01,744.73,Australia,Active,136,High-value,2024-04,Clean
35bc4b8c,2024-07-01,641.59,Africa,Fraudulent,108,Regular,2024-07,Pipeline_Leakage
890e4fce,2024-02-06,1544.75,Australia,Suspended,42,High-value,2024-02,Pipeline_Leakage
ec482291,2023-09-22,4495.41,Europe,Fraudulent,52,New,2023-09,Pipeline_Leakage
e1d7c9a9,2024-02-12,3981.63,South America,Active,155,New,2024-02,Clean
94e153e4,2023-12-13,4304.21,North America,Fraudulent,36,High-value,2023-12,Pipeline_Leakage
87d4d7a0,2024-05-14,4495.13,Africa,Active,65,Regular,2024-05,Clean
16f56770,2023-12-28,1054.33,Europe,Suspended,14,New,2023-12,Pipeline_Leakage
cf5bf883,2024-09-08,1251.4,Australia,Suspended,165,Regular,2024-09,Pipeline_Leakage
dd22d8f1,2023-10-01,518.45,Europe,Suspended,124,High-value,2023-10,Pipeline_Leakage
80ce958e,2024-01-17,3901.68,Asia,Fraudulent,96,Regular,2024-01,Pipeline_Leakage
221df6ec,2023-11-05,4421.25,Europe,Fraudulent,142,New,2023-11,Pipeline_Leakage
ee1996e0,2023-10-05,2034.86,North America,Active,27,Regular,2023-10,Clean
060dbd75,2024-08-16,3105.2,North America,Suspended,183,New,2024-08,Pipeline_Leakage
2ab84383,2023-06-23,776.99,Europe,Fraudulent,133,Regular,2023-06,Pipeline_Leakage
1890c50c,2023-11-28,4649.76,Asia,Active,32,New,2023-11,Clean
126cc8d5,2023-07-09,4323.71,Africa,Fraudulent,73,New,2023-07,Pipeline_Leakage
15ecc133,2023-04-05,4881.15,Australia,Active,22,New,2023-04,Clean
f398c9b5,2023-03-07,4054.8,Africa,Fraudulent,196,High-value,2023-03,Pipeline_Leakage
b0ebef4a,2025-01-21,4407.67,Asia,Fraudulent,42,High-value,2025-01,Pipeline_Leakage
13fcc187,2024-10-22,128.81,South America,Fraudulent,70,High-value,2024-10,Pipeline_Leakage
3b6c4a54,2025-01-22,3684.14,North America,Suspended,116,Regular,2025-01,Pipeline_Leakage
356a058a,2024-03-14,1664.27,South America,Suspended,132,Regular,2024-03,Pipeline_Leakage
6c8d67ab,2024-06-08,4654.43,Australia,Fraudulent,38,Regular,2024-06,Pipeline_Leakage
21d5b6b6,2023-05-30,4012.16,Asia,Active,112,New,2023-05,Clean
c02ffbac,2024-06-24,4321.0,Australia,Active,24,Regular,2024-06,Clean
03e6f9e7,2024-08-26,4054.69,South America,Suspended,57,High-value,2024-08,Pipeline_Leakage
bf1131d5,2024-04-02,1337.69,Asia,Suspended,116,High-value,2024-04,Pipeline_Leakage
b87ee7cf,2023-06-20,3937.94,Africa,Suspended,90,New,2023-06,Pipeline_Leakage
8d0cf17a,2023-12-13,544.94,Africa,Fraudulent,7,New,2023-12,Pipeline_Leakage
2e30ae1f,2023-11-25,4361.47,South America,Active,107,Regular,2023-11,Clean
42befce2,2024-10-01,4293.67,South America,Suspended,14,New,2024-10,Pipeline_Leakage
fc11a405,2024-07-08,1116.06,North America,Fraudulent,102,High-value,2024-07,Pipeline_Leakage
3e2c5210,2024-06-15,4083.85,Africa,Suspended,129,High-value,2024-06,Pipeline_Leakage
c58b6684,2023-03-09,2304.21,North America,Active,96,High-value,2023-03,Clean
d420f48b,2023-08-14,1529.43,South America,Active,61,High-value,2023-08,Clean
f3d976ea,2024-04-24,3977.75,Australia,Suspended,99,New,2024-04,Pipeline_Leakage
8e02d56e,2024-12-26,1141.84,Asia,Fraudulent,21,Regular,2024-12,Pipeline_Leakage
ad34d302,2024-06-29,123.2,Africa,Active,96,Regular,2024-06,Clean
6eadb021,2024-08-11,969.68,Asia,Active,58,New,2024-08,Clean
0fff82bb,2023-12-09,1644.67,North America,Active,8,Regular,2023-12,Clean
7b7fcde1,2024-08-20,4322.44,North America,Suspended,82,High-value,2024-08,Pipeline_Leakage
b58d5723,2024-02-27,4834.61,Europe,Fraudulent,26,New,2024-02,Pipeline_Leakage
dd823d77,2023-03-23,1399.23,Australia,Fraudulent,183,New,2023-03,Pipeline_Leakage
00749877,2024-08-19,3209.2,Africa,Fraudulent,167,High-value,2024-08,Pipeline_Leakage
fd8c27f4,2024-09-09,2001.39,Africa,Fraudulent,86,Regular,2024-09,Pipeline_Leakage
53f2d5f1,2024-09-11,4905.84,North America,Fraudulent,38,New,2024-09,Pipeline_Leakage
3cd7bf32,2024-03-01,2683.4,Australia,Suspended,36,Regular,2024-03,Pipeline_Leakage
6382f763,2024-01-14,4696.49,Asia,Suspended,10,High-value,2024-01,Pipeline_Leakage
c206ee09,2023-03-15,581.13,Africa,Fraudulent,74,Regular,2023-03,Pipeline_Leakage
18dc3a7f,2024-11-26,4852.15,North America,Fraudulent,121,New,2024-11,Pipeline_Leakage
572af3ca,2024-05-02,896.95,Europe,Suspended,179,New,2024-05,Pipeline_Leakage
ab9fb776,2023-02-02,4812.86,South America,Suspended,36,Regular,2023-02,Pipeline_Leakage
f6ed3320,2023-05-07,1331.0,Africa,Fraudulent,195,New,2023-05,Pipeline_Leakage
499bbaec,2024-07-11,546.47,Australia,Fraudulent,181,Regular,2024-07,Pipeline_Leakage
2d274765,2025-01-01,2175.65,South America,Suspended,121,New,2025-01,Pipeline_Leakage
dbbdc120,2025-01-10,3644.08,Asia,Active,115,New,2025-01,Clean
366aa769,2024-02-17,1571.82,Europe,Fraudulent,158,New,2024-02,Pipeline_Leakage
cb0c2b69,2023-12-30,3033.01,Africa,Active,2,Regular,2023-12,Clean
820a7420,2023-04-16,2559.56,South America,Fraudulent,21,New,2023-04,Pipeline_Leakage
c85ed97f,2024-03-06,1929.05,Australia,Fraudulent,5,New,2024-03,Pipeline_Leakage
b0fa676e,2024-04-24,2885.06,South America,Fraudulent,66,Regular,2024-04,Pipeline_Leakage
db54eb44,2023-10-18,1277.34,North America,Fraudulent,56,Regular,2023-10,Pipeline_Leakage
c4468af7,2024-07-11,3545.38,South America,Active,39,High-value,2024-07,Clean
3007e084,2024-12-29,13.45,Asia,Suspended,141,Regular,2024-12,Pipeline_Leakage
ea7ae1df,2023-09-04,4628.25,South America,Suspended,187,Regular,2023-09,Pipeline_Leakage
42af09d4,2023-11-17,2694.57,Asia,Active,156,New,2023-11,Clean
c449327e,2023-09-01,3598.55,Asia,Suspended,136,High-value,2023-09,Pipeline_Leakage
aa22b9c8,2023-12-27,3711.04,Australia,Suspended,109,Regular,2023-12,Pipeline_Leakage
c487ea92,2023-05-10,3354.79,North America,Suspended,29,New,2023-05,Pipeline_Leakage
60c384b8,2024-01-28,1824.29,Europe,Suspended,199,Regular,2024-01,Pipeline_Leakage
abdb94d5,2024-11-16,354.52,Asia,Suspended,74,New,2024-11,Pipeline_Leakage
bf9b0a1c,2023-02-19,3322.87,South America,Fraudulent,61,New,2023-02,Pipeline_Leakage
ad7a463c,2023-11-09,1654.35,Australia,Active,78,New,2023-11,Clean
644355b2,2024-03-12,1573.01,South America,Suspended,32,High-value,2024-03,Pipeline_Leakage
e1f0d259,2024-07-14,4240.84,Asia,Suspended,13,New,2024-07,Pipeline_Leakage
c566daaf,2024-07-26,3600.17,Australia,Suspended,62,Regular,2024-07,Pipeline_Leakage
2a01aa43,2024-01-28,1505.11,South America,Fraudulent,108,Regular,2024-01,Pipeline_Leakage
c42b5064,2024-06-06,1549.88,Africa,Suspended,164,New,2024-06,Pipeline_Leakage
84544999,2024-11-24,2044.92,North America,Suspended,160,New,2024-11,Pipeline_Leakage
cb1d3ca9,2023-04-25,2014.99,South America,Active,118,New,2023-04,Clean
74289283,2024-01-20,1481.8,North America,Fraudulent,17,High-value,2024-01,Pipeline_Leakage
c6b3553a,2024-07-06,640.8,Asia,Suspended,29,New,2024-07,Pipeline_Leakage
00547aba,2023-09-23,2105.13,Asia,Active,128,High-value,2023-09,Clean
dfc3494b,2023-06-16,4702.12,Asia,Active,153,New,2023-06,Clean
5e97a886,2024-03-08,3388.2,North America,Active,138,Regular,2024-03,Clean
353be4e2,2023-11-20,4514.51,South America,Active,5,High-value,2023-11,Clean
1a8c4c72,2024-03-29,3079.5,Africa,Suspended,162,New,2024-03,Pipeline_Leakage
d2f5c586,2023-09-08,1508.24,North America,Active,132,New,2023-09,Clean
6bb8dff5,2023-02-16,2741.95,Australia,Fraudulent,148,New,2023-02,Pipeline_Leakage
1aa81319,2023-11-08,7.03,Africa,Fraudulent,62,New,2023-11,Pipeline_Leakage
ea411e94,2023-07-10,1438.13,South America,Suspended,184,Regular,2023-07,Pipeline_Leakage
9c5d6ae6,2024-08-18,2152.29,South America,Active,37,High-value,2024-08,Clean
b076af76,2023-12-03,2902.02,North America,Fraudulent,75,New,2023-12,Pipeline_Leakage
fbdb6ace,2023-03-01,3275.25,Europe,Active,110,High-value,2023-03,Clean
a69c339a,2024-09-05,2327.62,Africa,Fraudulent,1,High-value,2024-09,Pipeline_Leakage
55bb34aa,2023-06-30,2213.59,Asia,Fraudulent,158,New,2023-06,Pipeline_Leakage
af2d1847,2024-11-20,1072.44,Africa,Fraudulent,91,New,2024-11,Pipeline_Leakage
7ea499bf,2023-06-20,2368.56,South America,Suspended,62,High-value,2023-06,Pipeline_Leakage
520ea37f,2024-09-01,4506.4,Australia,Fraudulent,147,High-value,2024-09,Pipeline_Leakage
d4c03992,2023-03-04,3981.14,South America,Active,107,High-value,2023-03,Clean
67fb4074,2023-06-17,852.61,North America,Suspended,48,Regular,2023-06,Pipeline_Leakage
4c209ed6,2024-11-23,428.55,Europe,Suspended,171,Regular,2024-11,Pipeline_Leakage
b0ee937b,2025-01-11,2579.68,Asia,Fraudulent,172,Regular,2025-01,Pipeline_Leakage
081584a4,2023-10-19,3166.54,Africa,Suspended,22,High-value,2023-10,Pipeline_Leakage
069e363f,2023-10-19,1679.27,Europe,Fraudulent,135,Regular,2023-10,Pipeline_Leakage
ac678c7b,2023-01-25,4093.03,Asia,Active,93,New,2023-01,Clean
ea782ed3,2023-06-12,3756.93,South America,Suspended,18,High-value,2023-06,Pipeline_Leakage
c6695041,2024-10-25,3365.61,Australia,Fraudulent,135,Regular,2024-10,Pipeline_Leakage
67c5a49b,2023-05-28,1127.08,South America,Suspended,140,New,2023-05,Pipeline_Leakage
5c1f01ee,2023-04-01,999.65,North America,Suspended,130,New,2023-04,Pipeline_Leakage
a71caa44,2024-11-02,127.0,North America,Active,130,Regular,2024-11,Clean
19fe49bf,2024-08-17,1227.99,Australia,Fraudulent,142,New,2024-08,Pipeline_Leakage
0a6e615f,2023-06-19,2378.31,Africa,Fraudulent,6,New,2023-06,Pipeline_Leakage
074e096f,2024-02-14,4249.44,Europe,Active,100,High-value,2024-02,Clean
f8fe2677,2023-11-06,368.78,Australia,Active,121,New,2023-11,Clean
8b30d1c4,2024-08-31,2075.13,Europe,Fraudulent,12,High-value,2024-08,Pipeline_Leakage
0cb3aa45,2024-01-06,3150.68,Asia,Suspended,163,New,2024-01,Pipeline_Leakage
d4798be7,2023-05-13,976.2,Africa,Active,100,High-value,2023-05,Clean
ea69f6a7,2023-02-16,3483.29,North America,Active,96,New,2023-02,Clean
8e06a4f0,2024-11-02,2474.41,Africa,Suspended,65,Regular,2024-11,Pipeline_Leakage
90b41b8e,2024-11-26,1223.7,South America,Fraudulent,192,New,2024-11,Pipeline_Leakage
a9fdd137,2023-07-19,3282.01,North America,Suspended,5,Regular,2023-07,Pipeline_Leakage
4687fa4d,2024-01-20,32.7,Europe,Active,92,New,2024-01,Clean
8c724be1,2024-09-26,3756.07,North America,Suspended,18,Regular,2024-09,Pipeline_Leakage
dda831a8,2024-12-13,3851.38,South America,Fraudulent,89,Regular,2024-12,Pipeline_Leakage
41754bd7,2024-09-28,537.4,North America,Active,62,High-value,2024-09,Clean
177f6ea4,2024-01-24,2128.61,Australia,Suspended,188,Regular,2024-01,Pipeline_Leakage
23d8b448,2023-02-13,883.55,Europe,Fraudulent,169,New,2023-02,Pipeline_Leakage
28e04cca,2023-04-02,4790.04,South America,Fraudulent,161,Regular,2023-04,Pipeline_Leakage
ec6b0ef9,2024-02-12,2592.2,Australia,Fraudulent,27,New,2024-02,Pipeline_Leakage
181b3c58,2024-09-19,255.84,Asia,Fraudulent,198,Regular,2024-09,Pipeline_Leakage
94a7af75,2024-10-20,1249.75,Africa,Fraudulent,149,New,2024-10,Pipeline_Leakage
aad9eeb3,2023-12-26,4242.44,Australia,Fraudulent,189,New,2023-12,Pipeline_Leakage
77bba630,2024-02-26,2285.03,Asia,Active,194,New,2024-02,Clean
472a8cec,2023-03-21,4008.08,South America,Fraudulent,86,New,2023-03,Pipeline_Leakage
3e7dd3d1,2024-10-01,3339.55,South America,Fraudulent,35,New,2024-10,Pipeline_Leakage
10965b59,2023-10-22,4939.52,South America,Fraudulent,12,Regular,2023-10,Pipeline_Leakage
fdfc6e6a,2024-01-13,2979.28,Europe,Suspended,91,New,2024-01,Pipeline_Leakage
0c348345,2024-04-15,4750.45,South America,Active,140,Regular,2024-04,Clean
f2012605,2023-11-26,4457.67,Africa,Active,87,High-value,2023-11,Clean
fa8bbfb1,2023-07-27,3065.2,Europe,Suspended,165,High-value,2023-07,Pipeline_Leakage
b8e18725,2024-05-22,3597.77,South America,Fraudulent,45,Regular,2024-05,Pipeline_Leakage
f71d3f40,2024-06-11,2526.37,Europe,Suspended,200,New,2024-06,Pipeline_Leakage
588bb8c0,2024-03-21,4153.69,Africa,Suspended,176,Regular,2024-03,Pipeline_Leakage
f258aa51,2024-08-28,2741.62,Africa,Suspended,119,High-value,2024-08,Pipeline_Leakage
833c51bb,2024-08-25,4486.55,Australia,Active,179,Regular,2024-08,Clean
a1bd4e1d,2024-08-11,3719.56,Europe,Active,123,Regular,2024-08,Clean
bebb5df2,2024-05-26,2376.0,North America,Active,162,New,2024-05,Clean
48b84bfb,2023-10-07,1299.66,Asia,Fraudulent,47,High-value,2023-10,Pipeline_Leakage
ee10ae62,2024-07-28,1239.96,South America,Fraudulent,35,New,2024-07,Pipeline_Leakage
d60c8e13,2024-12-04,3190.12,Asia,Suspended,17,New,2024-12,Pipeline_Leakage
0dbcb972,2024-05-15,3830.24,Africa,Active,184,Regular,2024-05,Clean
5486c0a3,2023-12-06,2608.89,Asia,Active,199,Regular,2023-12,Clean
26117efb,2024-09-19,3135.61,North America,Fraudulent,118,Regular,2024-09,Pipeline_Leakage
b9b99c93,2024-07-21,1376.61,Asia,Fraudulent,10,Regular,2024-07,Pipeline_Leakage
2f92cafb,2023-11-17,392.03,Australia,Active,76,New,2023-11,Clean
595cef1a,2023-07-12,1432.21,Asia,Active,52,New,2023-07,Clean
bafe1987,2025-01-06,1362.22,Africa,Fraudulent,12,Regular,2025-01,Pipeline_Leakage
b9b2ba07,2024-12-13,1601.95,Africa,Fraudulent,52,Regular,2024-12,Pipeline_Leakage
6a16e1ea,2023-10-07,2703.06,Australia,Active,11,High-value,2023-10,Clean
58df06e9,2023-08-03,696.18,South America,Suspended,81,New,2023-08,Pipeline_Leakage
f554d5bc,2023-02-03,1160.15,Europe,Suspended,80,New,2023-02,Pipeline_Leakage
b3ac2d10,2024-02-01,3471.28,South America,Suspended,132,New,2024-02,Pipeline_Leakage
ac8136f3,2023-12-19,3533.56,Africa,Suspended,102,Regular,2023-12,Pipeline_Leakage
87f956d2,2023-09-28,325.82,South America,Active,140,Regular,2023-09,Clean
fa6b45fc,2024-09-16,2040.96,Asia,Suspended,122,Regular,2024-09,Pipeline_Leakage
04e180bd,2023-07-31,2715.34,Asia,Suspended,65,High-value,2023-07,Pipeline_Leakage
6630b842,2023-10-01,2081.79,Africa,Fraudulent,10,Regular,2023-10,Pipeline_Leakage
b1b4107d,2023-05-07,1038.14,Africa,Suspended,193,High-value,2023-05,Pipeline_Leakage
ed996ca7,2023-05-14,2103.62,South America,Fraudulent,166,Regular,2023-05,Pipeline_Leakage
66dbc8d0,2024-10-13,4524.67,South America,Fraudulent,49,New,2024-10,Pipeline_Leakage
3a182700,2024-11-08,2922.48,Asia,Active,74,High-value,2024-11,Clean
d5f42666,2024-01-15,3479.14,Europe,Active,92,Regular,2024-01,Clean
54921ef6,2024-03-11,4284.38,Australia,Active,200,Regular,2024-03,Clean
3797d5bc,2024-03-13,3829.14,Europe,Active,13,New,2024-03,Clean
c7abd37f,2024-09-08,1905.0,Africa,Fraudulent,168,Regular,2024-09,Pipeline_Leakage
c3ef1105,2023-07-21,34.45,South America,Active,85,New,2023-07,Clean
5ddebbfd,2024-01-30,1762.04,Europe,Fraudulent,70,Regular,2024-01,Pipeline_Leakage
27cb1a92,2023-10-13,3768.61,South America,Active,32,High-value,2023-10,Clean
b05615b8,2023-07-19,4267.97,North America,Suspended,95,High-value,2023-07,Pipeline_Leakage
516b4ce9,2024-11-14,4767.38,Asia,Suspended,112,New,2024-11,Pipeline_Leakage
48983c07,2023-06-12,2098.01,Australia,Fraudulent,103,Regular,2023-06,Pipeline_Leakage
50326778,2024-09-26,3738.84,South America,Suspended,191,New,2024-09,Pipeline_Leakage
75a25519,2024-07-12,2732.93,Australia,Suspended,113,New,2024-07,Pipeline_Leakage
818b737a,2024-09-12,3018.25,South America,Fraudulent,99,Regular,2024-09,Pipeline_Leakage
c71b4805,2023-09-11,1106.59,South America,Suspended,87,High-value,2023-09,Pipeline_Leakage
b0b6ff31,2023-06-13,1101.01,Australia,Suspended,48,High-value,2023-06,Pipeline_Leakage
26874b1d,2023-11-29,2182.0,Australia,Suspended,128,New,2023-11,Pipeline_Leakage
97f8888a,2024-10-29,149.98,Europe,Active,178,New,2024-10,Clean
d9fc791b,2023-05-05,1683.97,South America,Fraudulent,128,New,2023-05,Pipeline_Leakage
456c6461,2023-10-02,3397.31,North America,Active,95,High-value,2023-10,Clean
f12bd9f3,2024-08-30,2024.56,Europe,Suspended,133,High-value,2024-08,Pipeline_Leakage
ff0073ad,2023-10-01,829.4,Africa,Suspended,69,High-value,2023-10,Pipeline_Leakage
be2ebac3,2023-08-21,2339.61,Africa,Active,22,New,2023-08,Clean
cb1c67fd,2023-05-28,642.5,Asia,Suspended,187,New,2023-05,Pipeline_Leakage
